run  |     start time      |      end time       | length (min)
6581 | 2020-02-21 18:01:02 | 2020-02-21 19:00:01 | 58.9833 
6582 | 2020-02-21 19:00:49 | 2020-02-21 19:59:53 | 59.0667 
6583 | 2020-02-21 20:00:28 | 2020-02-21 21:00:04 | 59.6000 
6584 | 2020-02-21 21:00:36 | 2020-02-21 21:59:28 | 58.8667 
6585 | 2020-02-21 22:02:49 | 2020-02-21 23:00:05 | 57.2667 
6586 | 2020-02-21 23:00:49 | 2020-02-22 00:00:05 | 59.2667 
6587 | 2020-02-22 00:01:12 | 2020-02-22 01:09:15 | 68.0500 
6588 | 2020-02-22 01:11:03 | 2020-02-22 02:03:47 | 52.7333 
6589 | 2020-02-22 02:05:40 | 2020-02-22 03:08:28 | 62.8000 
6590 | 2020-02-22 03:13:25 | 2020-02-22 04:10:14 | 56.8167 
6591 | 2020-02-22 04:11:24 | 2020-02-22 05:15:54 | 64.5000 
6592 | 2020-02-22 05:22:05 | 2020-02-22 06:09:34 | 47.4833 
6593 | 2020-02-22 06:11:30 | 2020-02-22 07:18:04 | 66.5667 
6594 | 2020-02-22 07:26:17 | 2020-02-22 07:59:50 | 33.5500 
6595 | 2020-02-22 08:01:17 | 2020-02-22 09:00:16 | 58.9833 
6596 | 2020-02-22 09:00:59 | 2020-02-22 10:00:06 | 59.1167 
6597 | 2020-02-22 10:00:54 | 2020-02-22 11:00:10 | 59.2667 
6598 | 2020-02-22 11:01:06 | 2020-02-22 11:31:20 | 30.2333 
6599 | 2020-02-22 11:35:00 | 2020-02-22 12:01:20 | 26.3333 
6600 | 2020-02-22 12:01:59 | 2020-02-22 13:01:46 | 59.7833 
6608 | 2020-02-22 19:03:15 | 2020-02-22 19:26:58 | 23.7167 
6612 | 2020-02-22 21:06:09 | 2020-02-22 22:19:12 | 73.0500 
6613 | 2020-02-22 22:20:50 | 2020-02-22 23:20:13 | 59.3833 
6614 | 2020-02-22 23:21:27 | 2020-02-22 23:59:18 | 37.8500 
6615 | 2020-02-23 00:00:09 | 2020-02-23 01:07:51 | 67.7000 
6616 | 2020-02-23 01:08:43 | 2020-02-23 02:01:40 | 52.9500 
6617 | 2020-02-23 02:02:16 | 2020-02-23 03:04:01 | 61.7500 
6618 | 2020-02-23 03:04:34 | 2020-02-23 04:02:33 | 57.9833 
6619 | 2020-02-23 04:03:45 | 2020-02-23 05:01:12 | 57.4500 
6620 | 2020-02-23 05:01:41 | 2020-02-23 06:00:33 | 58.8667 
6621 | 2020-02-23 06:01:36 | 2020-02-23 07:00:43 | 59.1167 
6622 | 2020-02-23 07:01:31 | 2020-02-23 08:00:38 | 59.1167 
6623 | 2020-02-23 08:01:05 | 2020-02-23 09:00:36 | 59.5167 
6624 | 2020-02-23 09:01:44 | 2020-02-23 10:00:32 | 58.8000 
6625 | 2020-02-23 10:01:02 | 2020-02-23 11:07:36 | 66.5667 
6627 | 2020-02-23 12:22:24 | 2020-02-23 13:07:01 | 44.6167 
6628 | 2020-02-23 13:07:55 | 2020-02-23 13:59:59 | 52.0667 
6629 | 2020-02-23 14:00:33 | 2020-02-23 15:00:07 | 59.5667 
6630 | 2020-02-23 15:01:00 | 2020-02-23 16:00:29 | 59.4833 
6631 | 2020-02-23 16:01:15 | 2020-02-23 17:02:09 | 60.9000 
6632 | 2020-02-23 17:03:16 | 2020-02-23 17:55:51 | 52.5833 
6633 | 2020-02-23 18:00:22 | 2020-02-23 18:51:19 | 50.9500 
6636 | 2020-02-23 20:42:25 | 2020-02-23 21:44:31 | 62.1000 
6637 | 2020-02-23 21:46:15 | 2020-02-23 22:44:29 | 58.2333 
6638 | 2020-02-23 22:45:37 | 2020-02-23 23:44:11 | 58.5667 
6639 | 2020-02-23 23:45:26 | 2020-02-24 00:48:27 | 63.0167 
6644 | 2020-02-24 03:57:11 | 2020-02-24 04:56:54 | 59.7167 
6645 | 2020-02-24 04:59:49 | 2020-02-24 05:58:12 | 58.3833 
6646 | 2020-02-24 06:01:16 | 2020-02-24 06:58:05 | 56.8167 
6647 | 2020-02-24 07:04:59 | 2020-02-24 08:29:54 | 84.9167 
6650 | 2020-02-24 09:48:59 | 2020-02-24 10:28:28 | 39.4833 
6662 | 2020-02-24 21:00:45 | 2020-02-24 22:03:38 | 62.8833 
6663 | 2020-02-24 22:05:31 | 2020-02-24 23:05:43 | 60.2000 
6664 | 2020-02-24 23:06:22 | 2020-02-25 00:04:04 | 57.7000 
6665 | 2020-02-25 00:12:23 | 2020-02-25 01:05:39 | 53.2667 
6666 | 2020-02-25 01:07:36 | 2020-02-25 02:03:09 | 55.5500 
6667 | 2020-02-25 02:06:04 | 2020-02-25 03:07:53 | 61.8167 
6668 | 2020-02-25 03:09:35 | 2020-02-25 04:05:57 | 56.3667 
6669 | 2020-02-25 04:07:25 | 2020-02-25 04:57:53 | 50.4667 
6670 | 2020-02-25 04:58:31 | 2020-02-25 05:59:01 | 60.5000 
6671 | 2020-02-25 06:02:41 | 2020-02-25 06:58:21 | 55.6667 
6672 | 2020-02-25 06:59:09 | 2020-02-25 07:59:41 | 60.5333 
6673 | 2020-02-25 08:00:42 | 2020-02-25 08:33:19 | 32.6167 
6685 | 2020-02-25 20:19:38 | 2020-02-25 21:17:29 | 57.8500 
6691 | 2020-02-26 00:59:47 | 2020-02-26 01:36:03 | 36.2667 
6693 | 2020-02-26 02:42:40 | 2020-02-26 03:55:09 | 72.4833 
6694 | 2020-02-26 03:56:54 | 2020-02-26 05:00:09 | 63.2500 
6695 | 2020-02-26 05:01:25 | 2020-02-26 06:00:07 | 58.7000 
6696 | 2020-02-26 06:01:03 | 2020-02-26 07:00:21 | 59.3000 
6697 | 2020-02-26 07:01:20 | 2020-02-26 07:28:49 | 27.4833 
6711 | 2020-02-26 21:02:47 | 2020-02-26 22:00:13 | 57.4333 
6712 | 2020-02-26 22:01:03 | 2020-02-26 23:00:14 | 59.1833 
6713 | 2020-02-26 23:01:07 | 2020-02-26 23:43:44 | 42.6167 
6723 | 2020-02-27 08:50:15 | 2020-02-27 09:50:56 | 60.6833 
6724 | 2020-02-27 09:53:56 | 2020-02-27 11:00:09 | 66.2167 
6725 | 2020-02-27 11:02:38 | 2020-02-27 12:00:09 | 57.5167 
6726 | 2020-02-27 12:00:44 | 2020-02-27 13:00:19 | 59.5833 
6727 | 2020-02-27 13:00:52 | 2020-02-27 14:00:45 | 59.8833 
6728 | 2020-02-27 14:01:23 | 2020-02-27 15:00:13 | 58.8333 
6729 | 2020-02-27 15:01:33 | 2020-02-27 16:00:03 | 58.5000 
6730 | 2020-02-27 16:00:57 | 2020-02-27 16:24:07 | 23.1667 
6753 | 2020-02-28 12:28:54 | 2020-02-28 13:00:49 | 31.9167 
6754 | 2020-02-28 13:01:22 | 2020-02-28 14:00:27 | 59.0833 
6755 | 2020-02-28 14:01:05 | 2020-02-28 15:00:16 | 59.1833 
6756 | 2020-02-28 15:00:48 | 2020-02-28 16:00:28 | 59.6667 
6762 | 2020-02-28 20:47:06 | 2020-02-28 21:20:25 | 33.3167 
6764 | 2020-02-28 22:18:40 | 2020-02-28 22:59:58 | 41.3000 
6765 | 2020-02-28 23:00:47 | 2020-02-28 23:42:12 | 41.4167 
6768 | 2020-02-28 23:57:57 | 2020-02-29 00:59:35 | 61.6333 
6781 | 2020-02-29 12:34:54 | 2020-02-29 13:33:02 | 58.1333 
6782 | 2020-02-29 13:37:19 | 2020-02-29 14:00:18 | 22.9833 
6783 | 2020-02-29 14:00:57 | 2020-02-29 15:00:26 | 59.4833 
6784 | 2020-02-29 15:01:17 | 2020-02-29 15:59:08 | 57.8500 
6785 | 2020-02-29 15:59:41 | 2020-02-29 17:00:32 | 60.8500 
6786 | 2020-02-29 17:01:09 | 2020-02-29 18:01:13 | 60.0667 
6787 | 2020-02-29 18:02:00 | 2020-02-29 19:01:10 | 59.1667 
6788 | 2020-02-29 19:03:03 | 2020-02-29 20:02:13 | 59.1667 
6789 | 2020-02-29 20:02:45 | 2020-02-29 21:01:23 | 58.6333 
6790 | 2020-02-29 21:01:52 | 2020-02-29 22:02:09 | 60.2833 
6791 | 2020-02-29 22:03:40 | 2020-02-29 23:11:46 | 68.1000 
6792 | 2020-02-29 23:12:18 | 2020-03-01 00:03:23 | 51.0833 
6793 | 2020-03-01 00:03:55 | 2020-03-01 00:45:58 | 42.0500 
6794 | 2020-03-01 00:49:31 | 2020-03-01 01:32:37 | 43.1000 
6795 | 2020-03-01 01:33:17 | 2020-03-01 02:00:03 | 26.7667 
6796 | 2020-03-01 02:00:30 | 2020-03-01 03:00:03 | 59.5500 
6797 | 2020-03-01 03:00:49 | 2020-03-01 04:00:05 | 59.2667 
6798 | 2020-03-01 04:00:32 | 2020-03-01 05:00:03 | 59.5167 
6799 | 2020-03-01 05:00:31 | 2020-03-01 06:00:03 | 59.5333 
6800 | 2020-03-01 06:00:33 | 2020-03-01 07:00:03 | 59.5000 
6801 | 2020-03-01 07:00:48 | 2020-03-01 08:00:05 | 59.2833 
6802 | 2020-03-01 08:00:29 | 2020-03-01 09:00:06 | 59.6167 
6803 | 2020-03-01 09:00:38 | 2020-03-01 10:00:05 | 59.4500 
6804 | 2020-03-01 10:00:35 | 2020-03-01 11:00:07 | 59.5333 
6805 | 2020-03-01 11:00:42 | 2020-03-01 12:00:11 | 59.4833 
6806 | 2020-03-01 12:00:37 | 2020-03-01 12:54:33 | 53.9333 
6808 | 2020-03-01 14:01:53 | 2020-03-01 15:00:06 | 58.2167 
6809 | 2020-03-01 15:00:44 | 2020-03-01 16:00:16 | 59.5333 
6810 | 2020-03-01 16:00:59 | 2020-03-01 17:00:15 | 59.2667 
6811 | 2020-03-01 17:00:47 | 2020-03-01 18:00:10 | 59.3833 
6812 | 2020-03-01 18:00:40 | 2020-03-01 19:00:26 | 59.7667 
6813 | 2020-03-01 19:00:54 | 2020-03-01 20:00:13 | 59.3167 
6814 | 2020-03-01 20:00:39 | 2020-03-01 21:00:22 | 59.7167 
6815 | 2020-03-01 21:00:51 | 2020-03-01 22:00:20 | 59.4833 
6816 | 2020-03-01 22:00:52 | 2020-03-01 23:00:26 | 59.5667 
6817 | 2020-03-01 23:00:55 | 2020-03-02 00:00:20 | 59.4167 
6818 | 2020-03-02 00:03:39 | 2020-03-02 01:18:42 | 75.0500 
6819 | 2020-03-02 01:19:07 | 2020-03-02 02:41:22 | 82.2500 
6820 | 2020-03-02 02:41:50 | 2020-03-02 03:35:13 | 53.3833 
6821 | 2020-03-02 03:36:14 | 2020-03-02 04:54:38 | 78.4000 
6822 | 2020-03-02 04:55:18 | 2020-03-02 06:08:32 | 73.2333 
6823 | 2020-03-02 06:09:28 | 2020-03-02 07:03:32 | 54.0667 
6824 | 2020-03-02 07:03:58 | 2020-03-02 07:58:52 | 54.9000 
6825 | 2020-03-02 07:59:43 | 2020-03-02 09:01:00 | 61.2833 
6826 | 2020-03-02 09:01:44 | 2020-03-02 09:59:10 | 57.4333 
6827 | 2020-03-02 10:03:08 | 2020-03-02 11:01:51 | 58.7167 
6852 | 2020-03-02 15:32:39 | 2020-03-02 16:00:40 | 28.0167 
6853 | 2020-03-02 16:01:09 | 2020-03-02 17:00:04 | 58.9167 
6854 | 2020-03-02 17:01:02 | 2020-03-02 18:00:28 | 59.4333 
6864 | 2020-03-03 01:24:35 | 2020-03-03 02:00:00 | 35.4167 
6865 | 2020-03-03 02:02:28 | 2020-03-03 02:57:29 | 55.0167 
6866 | 2020-03-03 02:59:09 | 2020-03-03 04:01:24 | 62.2500 
6867 | 2020-03-03 04:02:07 | 2020-03-03 05:00:41 | 58.5667 
6868 | 2020-03-03 05:01:21 | 2020-03-03 06:00:47 | 59.4333 
6883 | 2020-03-03 21:20:51 | 2020-03-03 22:06:14 | 45.3833 
6884 | 2020-03-03 22:06:57 | 2020-03-03 23:00:08 | 53.1833 
6885 | 2020-03-03 23:01:25 | 2020-03-04 00:00:06 | 58.6833 
6886 | 2020-03-04 00:00:46 | 2020-03-04 01:01:06 | 60.3333 
6887 | 2020-03-04 01:02:31 | 2020-03-04 01:59:06 | 56.5833 
6888 | 2020-03-04 01:59:41 | 2020-03-04 02:07:46 | 8.0833  
6889 | 2020-03-04 02:11:36 | 2020-03-04 03:03:28 | 51.8667 
6890 | 2020-03-04 03:04:01 | 2020-03-04 04:03:46 | 59.7500 
6891 | 2020-03-04 04:04:17 | 2020-03-04 05:00:02 | 55.7500 
6892 | 2020-03-04 05:00:30 | 2020-03-04 06:01:58 | 61.4667 
6893 | 2020-03-04 06:02:21 | 2020-03-04 06:29:20 | 26.9833 
6894 | 2020-03-04 06:32:09 | 2020-03-04 07:03:48 | 31.6500 
6895 | 2020-03-04 07:04:25 | 2020-03-04 07:59:25 | 55.0000 
6896 | 2020-03-04 07:59:51 | 2020-03-04 08:34:42 | 34.8500 
6909 | 2020-03-04 19:10:28 | 2020-03-04 19:59:49 | 49.3500 
6910 | 2020-03-04 20:00:26 | 2020-03-04 20:59:47 | 59.3500 
6913 | 2020-03-04 22:12:33 | 2020-03-04 22:59:45 | 47.2000 
6914 | 2020-03-04 23:00:25 | 2020-03-04 23:59:54 | 59.4833 
6915 | 2020-03-05 00:00:29 | 2020-03-05 01:00:32 | 60.0500 
6916 | 2020-03-05 01:01:09 | 2020-03-05 01:30:20 | 29.1833 
6917 | 2020-03-05 01:31:41 | 2020-03-05 02:00:38 | 28.9500 
6918 | 2020-03-05 02:01:10 | 2020-03-05 03:01:58 | 60.8000 
6919 | 2020-03-05 03:02:29 | 2020-03-05 04:01:37 | 59.1333 
6920 | 2020-03-05 04:02:13 | 2020-03-05 05:01:09 | 58.9333 
6921 | 2020-03-05 05:02:08 | 2020-03-05 06:02:07 | 59.9833 
6922 | 2020-03-05 06:06:47 | 2020-03-05 07:03:00 | 56.2167 
6923 | 2020-03-05 07:03:42 | 2020-03-05 08:00:21 | 56.6500 
6924 | 2020-03-05 08:01:08 | 2020-03-05 09:00:29 | 59.3500 
6925 | 2020-03-05 09:01:10 | 2020-03-05 09:59:13 | 58.0500 
6926 | 2020-03-05 10:02:33 | 2020-03-05 11:04:04 | 61.5167 
6927 | 2020-03-05 11:05:17 | 2020-03-05 11:59:25 | 54.1333 
6928 | 2020-03-05 11:59:52 | 2020-03-05 13:03:33 | 63.6833 
6929 | 2020-03-05 13:04:06 | 2020-03-05 13:23:59 | 19.8833 
6932 | 2020-03-05 13:42:22 | 2020-03-05 14:56:13 | 73.8500 
6933 | 2020-03-05 14:56:58 | 2020-03-05 16:04:29 | 67.5167 
6934 | 2020-03-05 16:04:56 | 2020-03-05 16:59:40 | 54.7333 
6935 | 2020-03-05 17:00:13 | 2020-03-05 17:59:42 | 59.4833 
6936 | 2020-03-05 18:00:20 | 2020-03-05 18:59:38 | 59.3000 
6937 | 2020-03-05 19:00:11 | 2020-03-05 19:59:39 | 59.4667 
6938 | 2020-03-05 20:01:28 | 2020-03-05 20:59:43 | 58.2500 
6939 | 2020-03-05 21:00:17 | 2020-03-05 21:59:41 | 59.4000 
6940 | 2020-03-05 22:00:24 | 2020-03-05 22:59:39 | 59.2500 
6941 | 2020-03-05 23:00:16 | 2020-03-05 23:59:40 | 59.4000 
6942 | 2020-03-06 00:00:17 | 2020-03-06 01:00:36 | 60.3167 
6943 | 2020-03-06 01:03:55 | 2020-03-06 02:00:06 | 56.1833 
6944 | 2020-03-06 02:00:43 | 2020-03-06 03:00:06 | 59.3833 
6945 | 2020-03-06 03:00:43 | 2020-03-06 04:00:11 | 59.4667 
6946 | 2020-03-06 04:00:41 | 2020-03-06 05:00:16 | 59.5833 
6947 | 2020-03-06 05:00:46 | 2020-03-06 06:00:24 | 59.6333 
6948 | 2020-03-06 06:01:42 | 2020-03-06 07:00:16 | 58.5667 
6949 | 2020-03-06 07:02:39 | 2020-03-06 08:00:04 | 57.4167 
6950 | 2020-03-06 08:01:32 | 2020-03-06 09:00:20 | 58.8000 
6951 | 2020-03-06 09:00:56 | 2020-03-06 10:00:04 | 59.1333 
6953 | 2020-03-06 11:00:23 | 2020-03-06 12:00:08 | 59.7500 
6954 | 2020-03-06 12:00:59 | 2020-03-06 12:56:09 | 55.1667 
6955 | 2020-03-06 13:05:12 | 2020-03-06 14:00:06 | 54.9000 
6956 | 2020-03-06 14:00:56 | 2020-03-06 15:00:05 | 59.1500 
6959 | 2020-03-06 17:02:56 | 2020-03-06 17:59:39 | 56.7167 
6960 | 2020-03-06 18:00:10 | 2020-03-06 18:59:42 | 59.5333 
6961 | 2020-03-06 19:00:47 | 2020-03-06 19:59:41 | 58.9000 
6962 | 2020-03-06 20:00:19 | 2020-03-06 20:59:41 | 59.3667 
6963 | 2020-03-06 21:00:11 | 2020-03-06 21:59:41 | 59.5000 
6964 | 2020-03-06 22:00:09 | 2020-03-06 22:59:43 | 59.5667 
6965 | 2020-03-06 23:00:12 | 2020-03-06 23:59:43 | 59.5167 
6966 | 2020-03-07 00:00:10 | 2020-03-07 01:15:35 | 75.4167 
6967 | 2020-03-07 01:16:13 | 2020-03-07 02:00:04 | 43.8500 
6968 | 2020-03-07 02:00:35 | 2020-03-07 03:00:05 | 59.5000 
6969 | 2020-03-07 03:03:05 | 2020-03-07 04:00:05 | 57.0000 
6970 | 2020-03-07 04:00:53 | 2020-03-07 05:00:04 | 59.1833 
6971 | 2020-03-07 05:00:47 | 2020-03-07 06:00:04 | 59.2833 
6972 | 2020-03-07 06:00:31 | 2020-03-07 07:00:14 | 59.7167 
6973 | 2020-03-07 07:02:09 | 2020-03-07 08:00:09 | 58.0000 
6974 | 2020-03-07 08:00:59 | 2020-03-07 09:00:11 | 59.2000 
6975 | 2020-03-07 09:01:29 | 2020-03-07 10:00:26 | 58.9500 
6976 | 2020-03-07 10:02:06 | 2020-03-07 11:00:11 | 58.0833 
6977 | 2020-03-07 11:01:22 | 2020-03-07 11:59:46 | 58.4000 
6978 | 2020-03-07 12:01:12 | 2020-03-07 12:59:32 | 58.3333 
6980 | 2020-03-07 14:00:20 | 2020-03-07 15:04:02 | 63.7000 
6981 | 2020-03-07 15:05:08 | 2020-03-07 16:00:29 | 55.3500 
6982 | 2020-03-07 16:00:57 | 2020-03-07 17:01:06 | 60.1500 
6983 | 2020-03-07 17:04:28 | 2020-03-07 18:00:43 | 56.2500 
6987 | 2020-03-07 19:39:39 | 2020-03-07 19:59:42 | 20.0500 
6988 | 2020-03-07 20:02:00 | 2020-03-07 21:00:05 | 58.0833 
6989 | 2020-03-07 21:02:16 | 2020-03-07 21:27:07 | 24.8500 
6991 | 2020-03-07 22:01:56 | 2020-03-07 23:00:15 | 58.3167 
6992 | 2020-03-07 23:01:42 | 2020-03-07 23:59:11 | 57.4833 
6994 | 2020-03-08 01:33:47 | 2020-03-08 03:01:33 | 87.7667 
6995 | 2020-03-08 03:02:04 | 2020-03-08 03:59:25 | 57.3500 
6996 | 2020-03-08 04:00:39 | 2020-03-08 05:08:47 | 68.1333 
6997 | 2020-03-08 05:09:42 | 2020-03-08 05:59:37 | 49.9167 
6998 | 2020-03-08 06:01:34 | 2020-03-08 07:02:49 | 61.2500 
6999 | 2020-03-08 07:03:21 | 2020-03-08 08:00:53 | 57.5333 
7000 | 2020-03-08 08:01:29 | 2020-03-08 08:58:59 | 57.5000 
7001 | 2020-03-08 08:59:33 | 2020-03-08 09:59:37 | 60.0667 
7002 | 2020-03-08 10:00:06 | 2020-03-08 10:59:04 | 58.9667 
7003 | 2020-03-08 10:59:39 | 2020-03-08 11:59:04 | 59.4167 
7004 | 2020-03-08 11:59:35 | 2020-03-08 12:58:02 | 58.4500 
7005 | 2020-03-08 13:01:24 | 2020-03-08 13:58:47 | 57.3833 
7006 | 2020-03-08 13:59:13 | 2020-03-08 14:58:42 | 59.4833 
7007 | 2020-03-08 14:59:10 | 2020-03-08 15:58:54 | 59.7333 
7008 | 2020-03-08 15:59:24 | 2020-03-08 16:58:00 | 58.6000 
7010 | 2020-03-08 17:16:21 | 2020-03-08 18:03:52 | 47.5167 
7011 | 2020-03-08 18:04:26 | 2020-03-08 19:00:50 | 56.4000 
7012 | 2020-03-08 19:01:25 | 2020-03-08 19:59:06 | 57.6833 
7013 | 2020-03-08 19:59:47 | 2020-03-08 20:59:48 | 60.0167 
7014 | 2020-03-08 21:00:26 | 2020-03-08 21:59:24 | 58.9667 
7015 | 2020-03-08 21:59:57 | 2020-03-08 22:59:32 | 59.5833 
7016 | 2020-03-08 23:00:02 | 2020-03-08 23:55:38 | 55.6000 
7017 | 2020-03-08 23:59:43 | 2020-03-09 00:58:36 | 58.8833 
7018 | 2020-03-09 00:59:41 | 2020-03-09 01:59:50 | 60.1500 
7019 | 2020-03-09 02:00:25 | 2020-03-09 02:59:16 | 58.8500 
7020 | 2020-03-09 03:00:08 | 2020-03-09 03:58:44 | 58.6000 
7021 | 2020-03-09 03:59:49 | 2020-03-09 04:58:24 | 58.5833 
7022 | 2020-03-09 05:00:17 | 2020-03-09 06:00:32 | 60.2500 
7023 | 2020-03-09 06:03:48 | 2020-03-09 06:11:18 | 7.5000  
7024 | 2020-03-09 06:13:04 | 2020-03-09 06:57:46 | 44.7000 
7025 | 2020-03-09 06:58:45 | 2020-03-09 07:56:21 | 57.6000 
7026 | 2020-03-09 07:56:47 | 2020-03-09 08:58:18 | 61.5167 
7040 | 2020-03-09 20:45:57 | 2020-03-09 21:48:07 | 62.1667 
7041 | 2020-03-09 21:48:52 | 2020-03-09 23:00:10 | 71.3000 
7044 | 2020-03-10 00:47:30 | 2020-03-10 02:08:33 | 81.0500 
7045 | 2020-03-10 02:11:32 | 2020-03-10 02:59:13 | 47.6833 
7046 | 2020-03-10 03:00:26 | 2020-03-10 04:01:47 | 61.3500 
7047 | 2020-03-10 04:02:48 | 2020-03-10 04:59:10 | 56.3667 
7048 | 2020-03-10 04:59:48 | 2020-03-10 05:58:11 | 58.3833 
7058 | 2020-03-10 15:23:32 | 2020-03-10 16:00:07 | 36.5833 
7059 | 2020-03-10 16:00:38 | 2020-03-10 16:59:39 | 59.0167 
7062 | 2020-03-10 17:56:01 | 2020-03-10 19:00:06 | 64.0833 
7063 | 2020-03-10 19:00:39 | 2020-03-10 20:00:04 | 59.4167 
7064 | 2020-03-10 20:00:37 | 2020-03-10 21:00:06 | 59.4833 
7065 | 2020-03-10 21:00:43 | 2020-03-10 22:00:04 | 59.3500 
7066 | 2020-03-10 22:00:34 | 2020-03-10 22:58:40 | 58.1000 
7067 | 2020-03-10 23:00:55 | 2020-03-10 23:58:12 | 57.2833 
7068 | 2020-03-10 23:58:41 | 2020-03-11 01:00:03 | 61.3667 
7069 | 2020-03-11 01:00:46 | 2020-03-11 02:00:07 | 59.3500 
7070 | 2020-03-11 02:00:44 | 2020-03-11 03:00:10 | 59.4333 
7071 | 2020-03-11 03:00:40 | 2020-03-11 04:00:06 | 59.4333 
7072 | 2020-03-11 04:00:48 | 2020-03-11 05:00:06 | 59.3000 
7073 | 2020-03-11 05:01:09 | 2020-03-11 06:00:06 | 58.9500 
7074 | 2020-03-11 06:00:37 | 2020-03-11 07:07:14 | 66.6167 
7075 | 2020-03-11 07:07:54 | 2020-03-11 08:00:20 | 52.4333 
7076 | 2020-03-11 08:03:20 | 2020-03-11 09:00:22 | 57.0333 
7077 | 2020-03-11 09:00:54 | 2020-03-11 10:00:14 | 59.3333 
7079 | 2020-03-11 10:03:35 | 2020-03-11 11:00:14 | 56.6500 
7080 | 2020-03-11 11:00:48 | 2020-03-11 12:00:03 | 59.2500 
7081 | 2020-03-11 12:00:43 | 2020-03-11 13:00:51 | 60.1333 
7082 | 2020-03-11 13:01:25 | 2020-03-11 14:00:04 | 58.6500 
7086 | 2020-03-11 17:01:22 | 2020-03-11 18:00:04 | 58.7000 
7087 | 2020-03-11 18:00:39 | 2020-03-11 19:00:05 | 59.4333 
7088 | 2020-03-11 19:00:41 | 2020-03-11 20:00:04 | 59.3833 
7089 | 2020-03-11 20:00:36 | 2020-03-11 20:27:01 | 26.4167 
7090 | 2020-03-11 20:38:32 | 2020-03-11 21:00:08 | 21.6000 
7091 | 2020-03-11 21:00:41 | 2020-03-11 22:00:04 | 59.3833 
7092 | 2020-03-11 22:00:38 | 2020-03-11 23:00:04 | 59.4333 
7093 | 2020-03-11 23:00:38 | 2020-03-12 00:00:06 | 59.4667 
7094 | 2020-03-12 00:00:35 | 2020-03-12 01:00:44 | 60.1500 
7095 | 2020-03-12 01:05:25 | 2020-03-12 02:00:48 | 55.3833 
7096 | 2020-03-12 02:01:41 | 2020-03-12 03:02:24 | 60.7167 
7097 | 2020-03-12 03:03:34 | 2020-03-12 04:02:22 | 58.8000 
7098 | 2020-03-12 04:03:18 | 2020-03-12 05:00:40 | 57.3667 
7099 | 2020-03-12 05:01:24 | 2020-03-12 06:00:02 | 58.6333 
7100 | 2020-03-12 06:01:10 | 2020-03-12 06:59:34 | 58.4000 
7106 | 2020-03-12 11:16:04 | 2020-03-12 11:58:45 | 42.6833 
7107 | 2020-03-12 11:59:12 | 2020-03-12 12:59:23 | 60.1833 
7108 | 2020-03-12 12:59:50 | 2020-03-12 13:12:38 | 12.8000 
7110 | 2020-03-12 13:16:07 | 2020-03-12 13:58:57 | 42.8333 
7113 | 2020-03-12 15:13:38 | 2020-03-12 15:58:45 | 45.1167 
7114 | 2020-03-12 15:59:14 | 2020-03-12 17:00:05 | 60.8500 
7118 | 2020-03-12 19:00:07 | 2020-03-12 20:00:05 | 59.9667 
7119 | 2020-03-12 20:00:43 | 2020-03-12 21:00:05 | 59.3667 
7120 | 2020-03-12 21:00:37 | 2020-03-12 21:09:14 | 8.6167  
7122 | 2020-03-12 21:38:53 | 2020-03-12 22:02:27 | 23.5667 
7127 | 2020-03-13 01:33:37 | 2020-03-13 02:49:39 | 76.0333 
7128 | 2020-03-13 02:50:24 | 2020-03-13 03:59:41 | 69.2833 
7129 | 2020-03-13 04:00:12 | 2020-03-13 04:59:49 | 59.6167 
7130 | 2020-03-13 05:04:11 | 2020-03-13 06:00:05 | 55.9000 
7131 | 2020-03-13 06:00:48 | 2020-03-13 06:57:07 | 56.3167 
7139 | 2020-03-13 13:25:55 | 2020-03-13 13:58:59 | 33.0667 
7140 | 2020-03-13 13:59:31 | 2020-03-13 14:59:23 | 59.8667 
7141 | 2020-03-13 15:00:00 | 2020-03-13 15:58:51 | 58.8500 
7142 | 2020-03-13 15:59:24 | 2020-03-13 17:00:05 | 60.6833 
7143 | 2020-03-13 17:00:37 | 2020-03-13 18:00:04 | 59.4500 
7144 | 2020-03-13 18:00:37 | 2020-03-13 19:01:09 | 60.5333 
7145 | 2020-03-13 19:02:30 | 2020-03-13 20:00:06 | 57.6000 
7146 | 2020-03-13 20:00:41 | 2020-03-13 21:00:04 | 59.3833 
7147 | 2020-03-13 21:01:04 | 2020-03-13 22:00:03 | 58.9833 
7148 | 2020-03-13 22:00:38 | 2020-03-13 23:00:05 | 59.4500 
7149 | 2020-03-13 23:00:48 | 2020-03-14 00:00:04 | 59.2667 
7150 | 2020-03-14 00:00:38 | 2020-03-14 01:00:10 | 59.5333 
7151 | 2020-03-14 01:00:41 | 2020-03-14 02:00:08 | 59.4500 
7152 | 2020-03-14 02:00:41 | 2020-03-14 03:00:12 | 59.5167 
7153 | 2020-03-14 03:01:01 | 2020-03-14 04:00:14 | 59.2167 
7154 | 2020-03-14 04:00:43 | 2020-03-14 05:00:10 | 59.4500 
7155 | 2020-03-14 05:04:23 | 2020-03-14 06:00:08 | 55.7500 
7156 | 2020-03-14 06:00:44 | 2020-03-14 07:00:12 | 59.4667 
7157 | 2020-03-14 07:00:42 | 2020-03-14 07:59:24 | 58.7000 
7158 | 2020-03-14 08:00:00 | 2020-03-14 08:59:40 | 59.6667 
7159 | 2020-03-14 09:00:10 | 2020-03-14 10:00:00 | 59.8333 
